465|1|19|100
466|19|12|7
467|17|11|42
468|16|3|81
469|16|10|25
470|11|15|28
471|3|8|91
472|2|8|4
473|15|5|60
474|18|2|98
475|13|2|28
476|9|13|97
477|4|1|30
478|2|17|78
479|8|4|36
480|6|14|21
481|17|9|30
482|5|2|67
483|16|8|36
484|10|5|0
485|14|9|25
486|16|17|38
487|9|12|63
488|5|13|68
489|2|12|24
490|1|18|35
491|14|14|89
492|6|10|28
493|18|6|48
494|14|7|14
495|3|20|17
496|13|15|87
497|8|15|65
498|11|19|24
499|14|13|81
500|20|13|91
501|12|19|50
502|12|4|48
503|14|13|57
504|15|6|2
505|20|20|14
506|6|13|54
507|9|20|17
508|15|2|0
509|13|7|15
510|15|6|64
511|14|10|100
512|18|1|52
513|12|6|89
514|2|20|44
515|11|12|86
516|18|17|38
517|12|17|39
518|20|11|51
519|6|4|41
520|17|18|66
521|20|12|61
522|1|1|81
523|17|12|86
524|6|6|58
525|13|16|44
526|19|5|94
527|9|16|28
528|10|7|77
529|12|5|31
530|20|1|72
531|17|12|88
532|4|12|95
533|11|20|42
534|3|18|18
535|7|10|94
536|14|20|81
537|18|20|2
538|10|9|6
539|12|20|95
540|18|11|48
541|5|7|64
542|3|10|7
543|13|12|31
544|15|15|89
545|2|13|91
546|16|19|56
547|15|8|55
548|9|17|26
549|1|8|87
550|18|17|10
551|14|13|96
552|14|15|4
553|4|8|15
554|14|2|82
555|1|16|95
556|9|11|29
557|8|5|80
558|14|5|40
559|20|6|20
560|17|15|52
561|12|8|38
562|18|1|34
563|13|5|33
564|19|10|43
565|12|3|83
566|9|11|11
567|4|11|8
568|14|16|44
569|12|8|90
570|9|4|40
571|15|8|9
572|14|5|63
573|7|9|6
574|19|7|37
575|4|10|78
576|17|18|85
577|8|1|12
578|15|6|82
579|7|9|86
580|16|10|10
581|19|4|31
582|10|17|10
583|5|15|86
584|16|13|38
585|16|9|85
586|19|5|50
587|4|4|65
588|19|10|73
589|1|17|49
590|19|12|11
591|12|11|79
592|20|12|90
593|16|8|9
594|8|3|39
595|18|10|20
596|10|8|36
597|20|3|64
598|14|13|11
599|13|14|90
600|13|12|20
601|2|15|76
602|7|6|65
603|20|1|84
604|7|8|71
605|7|17|97
606|19|7|6
607|7|18|16
608|18|11|6
609|19|3|23
610|15|16|87
611|7|9|73
612|9|15|79
613|2|14|14
614|14|1|31
615|20|19|0
616|4|10|74
617|7|16|67
618|4|14|10
619|14|12|45
620|17|18|17
621|3|17|38
622|3|5|88
623|8|19|53
624|5|12|44
625|9|12|100
626|2|7|38
627|20|5|62
628|4|8|1
629|1|2|1
630|1|18|18
631|16|1|71
632|4|15|0
633|6|15|5
634|1|19|36
635|1|20|61
636|11|1|77
637|18|20|23
638|12|15|83
639|12|16|95
640|2|16|49
641|2|4|64
642|10|7|11
643|3|12|4
644|13|4|23
645|7|16|64
646|12|6|94
647|15|15|19
648|2|7|8
649|9|18|3
650|16|11|49
651|13|5|62
652|2|14|13
653|6|8|24
654|3|1|47
655|11|7|24
656|18|11|91
657|5|5|14
658|4|19|25
659|9|19|24
660|9|6|80
661|16|11|42
662|19|12|14
663|7|9|99
664|19|4|65
665|14|14|83
666|8|4|46
667|16|20|31
668|11|3|60
669|3|3|82
670|13|11|91
671|5|19|36
672|13|17|14
673|14|3|35
674|15|13|38
675|16|18|12
676|16|6|19
677|5|13|19
678|11|3|66
679|7|6|65
680|1|10|88
681|5|6|82
682|6|18|42
683|3|3|15
684|9|10|94
685|17|5|88
686|11|12|90
687|8|17|23
688|5|7|68
689|16|6|83
690|1|6|25
691|17|10|41
692|3|8|38
693|17|10|31
694|14|10|17
695|15|7|27
696|1|9|45
697|5|17|48
698|13|13|67
699|11|20|28
700|7|12|80
701|3|9|10
702|5|3|58
703|15|20|69
704|8|13|10
705|10|19|89
706|1|19|15
707|11|15|75
708|1|7|87
709|17|10|16
710|19|8|28
711|18|2|10
712|18|6|43
713|18|1|34
714|7|20|32
715|17|2|30
716|14|2|82
717|11|4|78
718|4|4|39
719|13|20|35
720|1|18|81
721|20|7|35
722|20|5|71
723|2|14|27
724|15|12|35
725|20|8|77
726|15|13|46
727|20|15|21
728|20|10|16
729|19|2|98
730|18|2|61
731|17|14|17
732|5|13|45
733|10|6|1
734|20|20|88
735|17|11|48
736|7|17|70
737|18|16|2
738|12|8|85
739|1|6|72
740|17|15|10
741|15|11|64
742|8|7|75
743|8|9|19
744|2|8|64
745|6|16|74
746|10|2|78
747|19|11|25
748|2|14|25
749|14|14|17
750|8|2|2
751|8|17|97
752|20|16|31
753|5|15|46
754|14|16|34
755|7|2|63
756|9|3|42
757|8|1|17
758|2|2|42
759|3|8|100
760|13|7|87
761|17|14|97
762|4|14|13
763|18|18|82
764|19|3|71
765|20|9|33
766|15|10|16
767|16|17|25
768|14|18|59
769|18|12|3
770|6|4|64
771|8|12|15
772|6|16|90
773|3|13|27
774|3|3|48
775|10|2|14
776|10|9|68
777|12|4|86
778|7|9|59
779|16|18|46
780|11|4|97
781|13|3|47
782|1|9|59
783|9|3|64
784|19|5|74
785|11|6|91
786|15|15|76
787|17|19|72
788|14|17|96
789|1|12|57
790|10|15|20
791|3|7|72
792|19|7|75
793|18|8|42
794|1|6|20
795|6|8|82
796|5|2|90
797|12|10|62
798|14|16|23
799|17|8|98
800|5|17|22
801|8|11|62
802|5|9|29
803|11|18|15
804|19|18|47
805|15|16|38
806|17|20|37
807|14|12|9
808|20|17|9
809|15|13|62
810|2|9|80
811|2|16|92
812|1|13|79
813|7|3|31
814|3|13|81
815|5|7|99
816|5|4|42
817|19|9|20
818|3|20|4
819|1|15|22
820|19|16|65
821|13|17|50
822|9|18|51
823|14|16|8
824|17|18|98
825|9|14|5
826|16|19|45
827|14|9|40
828|4|11|18
829|2|4|3
830|4|14|25
831|15|6|74
832|14|14|8
833|12|20|59
834|17|16|40
835|1|16|0
836|4|11|43
837|2|4|4
838|16|19|62
839|2|20|57
840|1|16|51
841|16|10|24
842|19|3|67
843|11|7|58
844|18|3|96
845|6|15|59
846|16|19|46
847|8|20|100
848|17|8|38
849|20|9|34
850|6|1|8
851|5|16|92
852|9|6|68
853|10|16|20
854|11|5|24
855|18|11|43
856|1|18|49
857|13|6|87
858|13|14|61
859|12|5|91
860|10|10|45
861|15|14|17
862|9|14|79
863|6|15|72
864|9|5|87
865|6|15|98
866|6|15|38
867|7|19|83
868|20|4|36
869|20|15|60
870|20|16|43
871|13|10|3
872|1|18|98
873|6|16|58
874|7|4|44
875|5|10|16
876|12|7|68
877|9|5|43
878|3|5|76
879|2|16|36
880|5|8|92
881|17|12|16
882|2|4|35
883|12|9|48
884|17|8|41
885|18|12|39
886|13|15|51
887|14|16|26
888|5|18|83
889|8|12|81
890|8|16|11
891|12|13|19
892|16|6|88
893|18|10|96
894|7|6|46
895|12|15|94
896|5|7|34
897|17|20|40
898|5|16|26
899|9|15|27
900|20|3|69
901|19|14|61
902|8|9|6
903|1|19|1
904|14|17|37
905|14|8|57
906|17|13|77
907|6|1|97
908|19|17|59
909|13|5|7
910|6|4|43
911|6|2|25
912|19|2|69
913|1|14|9
914|20|7|95
915|16|12|97
916|6|20|23
917|14|5|24
918|13|15|59
919|15|7|76
920|4|4|89
921|15|10|41
922|11|20|54
923|16|20|81
924|2|19|83
925|5|6|5
926|16|11|8
927|18|16|60
928|5|8|98
929|15|14|83
930|2|18|40
931|12|4|6
932|7|15|75
933|4|2|85
934|1|3|37
935|9|8|69
936|19|15|2
937|9|12|14
938|15|16|33
939|15|3|52
940|14|4|43
941|17|7|82
942|20|13|61
943|15|16|48
944|8|9|20
945|12|9|70
946|12|7|27
947|3|15|82
948|8|9|59
949|5|16|16
950|3|1|63
951|10|9|20
952|20|1|62
953|5|15|43
954|2|14|43
955|14|5|44
956|5|17|18
957|10|11|8
958|7|10|72
959|3|14|7
960|1|16|64
961|2|5|46
962|1|5|96
963|4|1|53
964|3|14|70
965|2|20|82
966|9|4|59
967|3|14|70
968|15|12|63
969|15|6|36
970|3|6|9
971|11|19|57
972|7|11|95
973|4|14|83
974|6|9|3
975|2|10|8
976|15|19|33
977|15|13|5
978|6|19|73
979|6|5|94
980|11|7|16
981|12|9|3
982|10|16|41
983|3|11|25
984|17|16|97
985|16|10|65
986|14|4|7
987|7|18|42
988|14|15|77
989|3|12|50
990|10|3|34
991|13|6|95
992|15|7|42
993|18|10|6
994|7|18|73
995|16|13|78
996|15|18|36
997|11|4|6
998|4|9|57
999|14|4|86
1000|17|13|94
1001|11|17|22
1002|13|11|64
1003|10|1|78
1004|9|19|80
1005|15|7|6
1006|11|1|32
1007|1|11|22
1008|1|6|17
1009|16|20|55
1010|2|8|96
1011|2|18|55
1012|7|10|4
1013|19|11|84
1014|12|11|84
1015|2|6|1
1016|16|8|34
1017|19|20|23
1018|6|13|76
1019|13|20|36
1020|11|13|20
1021|5|14|27
1022|15|12|53
1023|8|3|3
1024|1|14|87
1025|17|8|6
1026|18|3|41
1027|20|2|26
1028|4|19|68
1029|13|11|90
1030|14|13|9
1031|10|9|88
1032|7|3|46
1033|14|11|14
1034|4|3|2
1035|16|19|24
1036|13|9|86
1037|9|8|50
1038|16|3|40
1039|8|15|6
1040|18|20|2
1041|1|9|57
1042|8|8|91
1043|7|13|41
1044|20|8|25
1045|7|3|58
1046|20|7|8
1047|8|7|44
1048|9|15|88
1049|8|2|82
1050|9|11|61
1051|2|11|13
1052|3|11|65
1053|19|9|34
1054|4|9|93
1055|4|7|92
1056|15|6|38
1057|5|6|38
1058|3|14|52
1059|2|2|13
1060|8|10|12
1061|6|4|23
1062|12|6|35
1063|17|16|26
1064|14|12|43
1065|19|7|89
1066|19|1|53
1067|5|18|22
1068|17|20|79
1069|16|1|95
1070|15|1|76
1071|17|18|24
1072|2|9|98
1073|4|17|50
1074|19|2|92
1075|2|1|80
1076|3|11|37
1077|10|15|74
1078|13|3|33
1079|10|18|70
1080|20|5|64
1081|12|1|77
1082|6|2|88
1083|18|18|27
1084|6|16|29
1085|4|10|87
1086|1|12|23
1087|19|1|77
1088|5|14|19
1089|11|15|68
1090|17|15|3
1091|7|6|4
1092|2|3|26
1093|9|1|4
1094|12|6|99
1095|16|1|50
1096|13|2|80
1097|7|12|76
1098|20|16|25
1099|3|18|6
1100|15|14|14
1101|20|20|57
1102|17|13|93
1103|7|1|50
1104|7|12|47
1105|2|8|74
1106|6|20|44
1107|5|18|61
1108|5|9|99
1109|10|11|55
1110|10|6|1
1111|15|17|32
1112|18|5|59
1113|11|11|100
1114|8|17|50
1115|18|10|71
1116|12|15|49
1117|8|12|74
1118|6|16|23
1119|4|6|14
1120|8|15|49
1121|5|1|64
1122|5|18|29
1123|18|20|38
1124|12|7|94
1125|9|16|96
1126|13|8|58
1127|20|7|62
1128|4|4|83
1129|9|8|44
1130|5|15|19
1131|5|11|22
1132|14|7|44
1133|14|5|8
1134|9|16|33
1135|1|4|29
1136|14|8|38
1137|1|7|37
1138|20|2|20
1139|6|11|18
1140|17|15|20
1141|14|11|26
1142|11|4|1
1143|6|10|72
1144|1|10|2
1145|14|10|77
1146|10|3|98
1147|18|16|80
1148|11|7|31
1149|8|12|6
1150|4|8|20
1151|6|1|21
1152|18|11|7
1153|9|9|6
1154|3|9|56
1155|13|2|51
1156|17|3|17
1157|17|12|48
1158|6|3|37
1159|17|2|34
1160|18|6|82
1161|17|3|99
1162|15|13|74
1163|20|1|50
1164|14|3|2
1165|17|7|64
1166|2|4|63
1167|2|20|38
1168|16|17|93
1169|17|14|79
1170|20|3|15
1171|11|20|22
1172|13|6|91
1173|18|17|89
1174|3|10|21
1175|16|18|25
1176|2|12|76
1177|3|5|37
1178|15|20|55
1179|1|8|61
1180|16|8|61
1181|1|18|6
1182|16|2|53
1183|15|12|40
1184|14|14|74
1185|7|2|9
1186|7|3|99
1187|10|5|91
1188|4|11|0
1189|15|11|98
1190|10|19|84
1191|20|19|6
1192|9|14|65
1193|15|20|65
1194|17|13|89
1195|8|11|73
1196|9|18|47
1197|12|7|73
1198|8|3|90
1199|15|17|20
1200|1|18|45
1201|15|10|12
1202|5|18|77
1203|1|5|28
1204|8|1|21
1205|9|9|78
1206|2|9|88
1207|10|20|59
1208|3|19|29
1209|18|5|19
1210|15|6|91
1211|11|20|2
1212|4|16|27
1213|3|17|18
1214|12|4|82
1215|14|4|56
1216|18|18|51
1217|7|7|65
1218|6|9|90
1219|8|18|56
1220|5|13|97
1221|4|3|61
1222|20|6|22
1223|6|20|78
1224|7|4|91
1225|9|9|51
1226|19|6|97
1227|1|12|7
1228|3|9|91
1229|3|16|100
1230|11|13|90
1231|5|16|72
1232|9|16|25
1233|1|13|25
1234|1|11|68
1235|17|20|7
1236|8|18|88
1237|16|19|62
1238|2|13|90
1239|17|15|31
1240|2|17|41
1241|10|1|76
1242|1|2|2
1243|9|2|49
1244|16|15|33
1245|19|3|3
1246|1|10|82
1247|17|5|17
1248|15|18|76
1249|14|7|12
1250|9|20|83
1251|7|9|51
1252|9|9|10
1253|10|17|49
1254|3|5|11
1255|19|15|88
1256|1|15|95
1257|5|11|95
1258|7|18|96
1259|13|3|19
1260|13|11|33
1261|2|10|93
1262|11|18|37
1263|13|20|22
1264|16|14|75
1265|6|12|96
1266|9|5|59
1267|2|9|17
1268|18|8|34
1269|4|20|99
1270|16|5|6
1271|7|6|0
1272|19|8|22
1273|19|20|73
1274|15|7|67
1275|8|4|5
1276|6|13|24
1277|7|14|71
1278|3|3|29
1279|15|19|41
1280|2|14|51
1281|20|13|75
1282|18|11|97
1283|14|9|59
1284|1|15|44
1285|2|14|31
1286|14|20|73
1287|2|6|98
1288|18|20|99
1289|10|15|5
1290|5|16|3
1291|12|7|58
1292|16|5|95
1293|19|18|84
1294|1|11|46
1295|9|12|25
1296|13|17|82
1297|9|18|40
1298|10|15|19
1299|14|16|52
1300|7|20|69
1301|14|3|11
1302|13|10|45
1303|14|8|58
1304|15|8|23
1305|11|9|40
1306|12|1|47
1307|20|2|0
1308|5|11|72
1309|2|16|89
1310|1|3|26
1311|20|8|33
1312|13|1|19
1313|2|6|11
1314|8|13|37
1315|17|15|72
1316|16|6|12
1317|4|17|66
1318|20|1|62
1319|11|3|31
1320|10|15|13
1321|20|14|11
1322|12|18|49
1323|6|19|19
1324|8|7|6
1325|17|15|90
1326|6|10|60
1327|15|5|65
1328|18|5|45
1329|11|15|18
1330|11|4|2
1331|6|3|68
1332|8|7|23
1333|2|12|48
1334|13|19|32
1335|17|7|66
1336|14|4|55
1337|9|19|48
1338|19|16|10
1339|10|18|13
1340|7|8|80
1341|19|5|33
1342|8|12|8
1343|2|13|57
1344|19|6|56
1345|2|14|43
1346|19|7|21
1347|10|15|71
1348|13|14|57
1349|20|15|41
1350|13|2|88
1351|10|12|8
1352|2|19|83
1353|11|12|57
1354|12|3|52
1355|12|4|6
1356|2|15|10
1357|3|4|22
1358|15|16|75
1359|13|7|12
1360|1|19|85
1361|16|9|95
1362|7|2|43
1363|10|12|52
1364|18|4|3
1365|2|7|96
1366|20|8|93
1367|4|2|84
1368|14|16|49
1369|10|1|32
1370|12|1|79
1371|15|8|2
1372|1|14|36
1373|17|4|55
1374|16|13|81
1375|18|14|3
1376|3|13|32
1377|14|8|54
1378|20|14|41
1379|13|15|49
1380|12|6|19
1381|9|12|39
1382|7|4|49
1383|17|12|66
1384|19|19|46
1385|4|16|75
1386|15|10|91
1387|5|3|4
1388|17|14|4
1389|16|6|32
1390|15|17|66
1391|6|6|90
1392|16|4|31
1393|19|20|32
1394|18|11|78
1395|20|14|39
1396|16|1|76
1397|17|17|82
1398|17|5|38
1399|18|20|62
1400|5|6|49
1401|9|3|46
1402|4|18|55
1403|2|9|12
1404|15|18|38
1405|14|17|79
1406|9|5|72
1407|6|1|48
1408|5|9|94
1409|17|6|84
1410|7|2|99
1411|14|10|92
1412|5|13|67
1413|4|6|74
1414|2|12|45
1415|10|5|94
1416|3|14|25
1417|9|11|65
1418|11|15|83
1419|9|11|49
1420|7|10|96
1421|3|3|20
1422|1|19|46
1423|8|2|70
1424|4|3|23
1425|16|4|84
1426|17|19|57
1427|2|19|18
1428|19|9|49
1429|4|17|54
1430|6|16|94
1431|1|18|50
1432|5|18|2
1433|13|5|74
1434|18|20|40
1435|6|16|41
1436|7|12|88
1437|12|6|85
1438|20|4|80
1439|1|20|66
1440|13|17|27
1441|6|10|95
1442|1|14|26
1443|7|19|89
1444|14|8|88
1445|3|14|36
1446|20|20|61
1447|3|3|18
1448|16|2|73
1449|9|3|7
1450|19|7|4
1451|15|5|57
1452|9|17|86
1453|11|3|36
1454|10|16|45
1455|17|11|0
1456|2|10|53
1457|7|5|59
1458|9|20|72
1459|7|1|38
1460|3|19|11
1461|8|5|86
1462|14|13|77
1463|2|4|52
1464|11|13|20
1465|16|1|53
1466|6|3|57
1467|15|1|54
1468|11|2|61
1469|8|20|56
1470|7|14|72
1471|16|14|35
1472|18|7|42
1473|8|20|50
1474|20|11|47
1475|20|6|89
1476|10|4|9
1477|10|10|36
1478|13|20|88
1479|20|7|35
1480|15|13|54
1481|20|1|80
1482|2|18|35
1483|16|17|41
1484|13|16|99
1485|6|8|18
1486|20|17|1
1487|8|6|67
1488|9|11|72
1489|2|10|56
1490|7|17|21
1491|13|8|81
1492|4|9|86
1493|1|16|12
1494|10|20|80
1495|17|6|73
1496|2|17|78
1497|1|17|86
1498|18|17|49
1499|7|10|28
1500|10|16|80
1501|9|20|7
1502|9|3|79
1503|5|16|3
1504|10|17|96
1505|2|14|70
1506|1|7|48
1507|16|19|4
1508|1|17|42
1509|16|15|82
1510|5|16|26
1511|17|4|94
1512|1|12|31
1513|14|9|73
1514|2|10|59
1515|1|11|55
1516|6|11|79
1517|19|18|32
1518|8|11|47
1519|13|6|96
1520|7|2|100
1521|9|11|46
1522|19|11|17
1523|15|4|64
1524|18|17|99
1525|5|10|67
1526|10|7|7
1527|20|5|98
1528|1|12|23
1529|18|4|100
1530|1|2|53
1531|19|11|31
1532|1|9|7
1533|18|15|93
1534|3|12|58
1535|17|8|98
1536|13|17|14
1537|11|9|23
1538|18|9|27
1539|16|19|35
1540|19|19|61
1541|15|18|98
1542|2|10|5
1543|19|7|81
1544|3|1|63
1545|4|9|10
1546|6|1|44
1547|14|3|77
1548|6|12|6
1549|13|7|12
1550|11|17|56
1551|3|12|70
1552|4|5|33
1553|6|15|96
1554|1|17|54
1555|20|1|73
1556|6|6|85
1557|20|12|63
1558|3|9|5
1559|14|2|0
1560|15|4|15
1561|2|6|68
1562|11|2|90
1563|8|19|54
1564|12|11|19
1565|15|2|11
1566|7|7|26
1567|2|19|10
1568|20|1|19
1569|9|6|48
1570|16|20|64
1571|8|13|93
1572|15|3|67
1573|14|11|24
1574|19|2|12
1575|1|8|26
1576|14|6|44
1577|5|8|8
1578|7|7|63
1579|18|7|46
1580|9|2|37
1581|16|2|24
1582|9|16|79
1583|2|2|65
1584|6|12|12
1585|12|4|75
1586|7|18|59
1587|1|14|15
1588|13|1|40
1589|17|10|38
1590|18|18|43
1591|6|14|70
1592|7|2|19
1593|2|15|80
1594|19|12|37
1595|17|3|12
1596|14|10|82
1597|17|2|71
1598|7|7|23
1599|7|15|92
1600|13|13|91
1601|13|18|83
1602|13|16|61
1603|1|17|92
1604|2|7|100
1605|15|3|28
1606|19|17|39
1607|4|5|75
1608|2|12|9
1609|1|10|38
1610|20|3|7
1611|17|7|54
1612|19|11|33
1613|14|12|59
1614|16|5|60
1615|1|19|50
1616|8|9|35
1617|17|12|7
1618|7|14|49
1619|3|6|100
1620|13|5|62
1621|8|2|80
1622|20|12|89
1623|7|18|8
1624|3|5|18
1625|6|5|87
1626|3|4|61
1627|16|20|87
1628|5|6|69
1629|18|20|64
1630|20|5|30
1631|4|12|23
1632|6|11|25
1633|18|17|31
1634|14|20|31
1635|14|17|58
1636|12|19|40
1637|19|6|82
1638|10|2|59
1639|13|19|11
1640|2|18|46
1641|7|13|2
1642|5|18|68
1643|6|8|8
1644|5|1|15
1645|7|14|49
1646|6|17|92
1647|8|16|11
1648|9|5|48
1649|8|17|52
1650|19|10|53
1651|1|8|48
1652|7|4|47
1653|14|10|40
1654|18|14|1
1655|5|20|82
1656|8|17|1
1657|9|4|87
1658|15|5|58
1659|15|4|16
1660|13|2|27
1661|8|15|18
1662|8|1|13
1663|6|6|3
1664|10|16|53
1665|7|20|59
1666|8|8|14
