202|8|1|43|89
203|24|5|13|74
204|99|15|68|12
205|83|37|31|33
206|81|74|48|19
207|80|68|86|55
208|33|77|69|63
209|14|4|84|76
210|86|25|30|54
211|85|56|94|56
212|31|35|34|88
213|85|44|20|87
214|90|81|5|95
215|47|99|15|34
216|92|43|63|7
217|85|37|49|53
218|51|86|6|15
219|66|68|37|84
220|97|87|72|21
221|51|22|7|70
222|85|58|30|50
223|79|60|84|46
224|40|99|53|1
225|42|65|54|64
226|70|41|45|36
227|38|58|87|18
228|39|15|39|54
229|37|91|90|75
230|84|94|24|29
231|60|60|41|59
232|51|80|26|9
233|45|17|39|8
234|81|96|10|32
235|60|77|16|16
236|8|71|70|36
237|3|4|10|26
238|78|19|21|9
239|98|36|34|92
240|91|34|0|82
241|80|60|56|79
242|38|47|77|21
243|3|71|3|84
244|67|0|86|80
245|36|86|72|76
246|37|10|85|68
247|67|56|59|7
248|14|88|56|49
249|98|3|94|21
250|47|54|8|74
251|47|40|57|7
252|11|20|88|80
253|29|76|55|98
254|55|68|31|4
255|48|17|12|33
256|7|51|49|46
257|84|20|33|90
258|57|78|63|39
259|51|63|47|34
260|83|40|13|29
261|4|16|93|9
262|62|73|14|97
263|59|75|96|59
264|64|91|71|71
265|49|0|26|98
266|98|66|36|62
267|82|55|62|33
268|11|37|28|41
269|20|70|50|83
270|13|73|45|21
271|60|92|81|82
272|86|59|19|70
273|29|41|33|65
274|32|69|94|40
275|27|67|40|0
276|37|31|41|39
277|92|57|22|98
278|25|64|86|43
279|89|88|92|58
280|81|96|94|70
281|37|19|1|21
282|67|55|28|13
283|98|23|13|79
284|34|75|17|90
285|38|2|88|65
286|39|39|74|45
287|82|71|69|53
288|70|92|23|96
289|45|4|83|85
290|89|11|98|66
291|34|79|44|80
292|51|27|69|75
293|8|4|5|5
294|61|47|51|65
295|66|86|85|18
296|70|7|80|70
297|22|97|54|48
298|56|37|13|16
299|2|98|62|59
300|99|46|0|52
301|86|54|24|81
302|34|73|11|96
303|82|90|80|41
304|25|31|10|65
305|79|20|12|59
306|41|49|42|77
307|41|93|35|68
308|8|61|86|87
309|89|71|33|92
310|5|17|87|9
311|91|78|16|74
312|38|51|39|78
313|14|89|2|4
314|56|25|47|58
315|32|48|92|47
316|73|79|100|91
317|80|89|49|2
318|85|35|78|48
319|31|12|88|24
320|83|18|68|76
321|56|94|46|52
322|5|67|77|61
323|6|94|8|92
324|46|2|49|98
325|45|57|66|82
326|46|87|96|99
327|77|3|90|88
328|37|35|29|18
329|12|53|36|75
330|57|20|35|43
331|77|74|0|24
332|80|85|21|90
333|68|98|37|44
334|26|48|42|31
335|10|24|86|22
336|29|28|40|82
337|29|78|56|23
338|93|16|32|1
339|63|64|26|50
340|47|1|39|27
341|68|70|71|96
342|1|32|94|55
343|18|0|43|99
344|62|48|46|14
345|74|12|37|47
346|81|7|15|93
347|5|49|43|83
348|57|78|76|20
349|13|15|83|30
350|92|64|51|1
351|39|64|100|45
352|89|6|25|36
353|52|64|49|39
354|19|5|99|33
355|1|28|15|58
356|4|84|78|11
357|94|27|42|95
358|94|21|96|21
359|92|86|33|63
360|60|2|65|52
361|57|95|58|51
362|44|31|50|82
363|83|84|39|84
364|20|72|96|59
365|14|5|20|77
366|10|81|99|82
367|76|77|44|82
368|83|51|33|75
369|85|49|92|33
370|74|15|81|75
371|77|60|25|29
372|90|89|88|44
373|4|22|20|17
374|16|82|99|99
375|11|68|46|70
376|88|14|44|41
377|76|99|40|14
378|75|12|56|16
379|16|72|45|41
380|57|76|51|56
381|96|72|73|62
382|6|34|26|71
383|47|97|40|32
384|79|38|39|86
385|7|79|66|28
386|2|93|10|73
387|57|15|80|34
388|70|86|90|94
389|68|72|22|57
390|31|46|94|47
391|68|48|45|36
392|55|9|88|0
393|63|17|95|61
394|33|31|100|8
395|4|4|43|80
396|67|87|74|10
397|55|76|34|60
398|73|57|73|28
399|7|5|30|42
400|81|97|42|28
401|14|94|89|44
402|22|28|52|66
403|92|16|46|41
404|49|91|17|19
405|83|3|80|22
406|43|2|51|72
407|65|44|13|69
408|91|99|97|68
409|97|8|78|98
410|40|4|64|70
411|26|64|10|83
412|79|23|1|7
413|83|4|29|90
414|91|45|27|35
415|51|38|70|24
416|18|71|58|19
417|45|79|16|55
418|69|27|24|53
419|55|36|35|48
420|91|26|55|38
421|68|50|94|49
422|81|42|50|56
423|41|96|46|21
424|30|83|40|69
425|5|86|23|1
426|3|16|54|57
427|30|13|4|7
428|85|82|11|8
429|2|73|58|39
430|32|57|96|18
431|64|89|6|79
432|77|39|48|15
433|92|19|83|71
434|31|68|94|97
435|26|57|3|17
436|95|89|25|100
437|81|67|39|78
438|38|63|63|49
439|48|65|28|18
440|99|65|0|49
441|71|67|86|96
442|33|83|93|44
443|47|90|61|66
444|46|99|31|96
445|7|1|74|91
446|75|51|40|44
447|2|46|28|84
448|6|6|99|54
449|65|87|16|63
450|99|95|7|71
451|43|55|2|46
452|20|23|41|55
453|25|83|45|4
454|22|40|14|53
455|26|39|37|94
456|93|89|14|14
457|58|88|78|80
458|84|55|16|40
459|33|70|86|72
460|98|18|93|53
461|46|48|57|24
462|16|4|77|73
463|19|37|33|17
464|74|75|32|67
465|73|26|46|81
466|3|48|20|10
467|29|30|48|64
468|75|91|16|6
469|64|17|30|32
470|18|64|4|92
471|39|5|8|68
472|82|62|34|26
473|9|20|73|7
474|55|69|18|89
475|44|74|53|31
476|47|87|37|16
477|11|96|14|86
478|55|54|77|94
479|67|44|62|38
480|78|40|31|40
481|34|17|13|84
482|79|3|39|95
483|26|62|25|2
484|3|53|18|68
485|58|90|53|3
486|99|60|97|4
487|14|61|9|72
488|15|60|78|28
489|53|49|79|6
490|68|64|0|52
491|35|5|20|33
492|26|43|0|17
493|20|79|87|19
494|41|69|23|30
495|48|66|1|60
496|35|29|88|82
497|32|51|54|92
498|67|7|10|90
499|53|56|90|33
500|89|18|16|71
501|90|66|90|92
502|10|74|88|92
503|10|92|51|16
504|89|46|98|71
505|7|17|62|52
506|44|4|8|16
507|54|42|49|70
508|97|46|6|96
509|96|6|87|18
510|89|11|9|19
511|5|88|1|98
512|78|57|68|34
513|61|48|52|19
514|12|69|1|35
515|44|93|71|43
516|15|78|38|83
517|55|74|0|81
518|37|22|67|61
519|44|82|24|100
520|93|22|100|14
521|10|3|100|54
522|47|87|89|1
523|20|9|10|99
524|89|81|47|41
525|74|4|88|3
526|3|32|30|26
527|49|58|26|21
528|42|51|1|32
529|56|27|86|88
530|80|7|89|17
531|88|84|83|67
532|49|21|7|50
533|99|24|19|67
534|74|3|94|3
535|97|72|91|49
536|23|47|48|20
537|63|53|7|60
538|21|44|77|4
539|78|22|37|38
540|16|69|54|31
541|52|88|99|87
542|66|99|56|26
543|77|99|41|19
544|6|76|5|63
545|37|93|89|95
546|30|93|99|32
547|58|73|36|79
548|76|86|76|84
549|65|17|36|19
550|32|41|45|40
551|64|15|60|41
552|3|36|70|96
553|45|7|90|16
554|14|4|15|45
555|95|92|23|35
556|45|83|18|37
557|86|79|22|37
558|37|39|43|83
559|61|53|90|93
560|6|47|88|10
561|82|93|93|3
562|7|86|49|19
563|31|27|54|32
564|13|99|36|9
565|9|39|12|38
566|91|99|20|77
567|62|99|69|91
568|19|47|0|49
569|61|83|52|27
570|92|77|46|92
571|61|56|23|8
572|82|26|17|97
573|42|24|0|75
574|32|61|17|41
575|28|45|31|62
576|96|27|77|38
577|82|93|65|22
578|10|43|13|0
579|4|32|9|81
580|15|76|44|78
581|5|69|18|39
582|6|24|46|59
583|87|87|88|60
584|96|46|64|96
585|72|48|85|55
586|41|30|55|49
587|82|56|97|28
588|96|84|5|45
589|94|80|50|81
590|50|36|6|12
591|50|32|38|44
592|6|33|5|16
593|41|42|37|36
594|28|4|85|53
595|8|59|81|79
596|24|89|90|37
597|55|85|84|68
598|3|24|46|4
599|76|6|48|6
600|38|11|89|16
601|63|59|52|29
602|45|5|48|38
603|7|16|83|2
604|22|44|39|91
605|49|55|24|77
606|12|16|81|28
607|82|69|0|6
608|70|89|89|23
609|10|34|18|96
610|75|31|0|24
611|70|42|27|75
612|5|88|65|98
613|20|95|41|33
614|53|55|27|12
615|8|5|18|97
616|9|47|19|95
617|24|8|56|87
618|61|70|11|97
619|87|41|71|93
620|62|86|56|57
621|21|63|90|49
622|73|50|61|67
623|27|13|63|24
624|47|75|85|29
625|68|29|15|52
626|49|22|14|0
627|50|71|59|32
628|52|73|89|10
629|20|80|59|95
630|79|81|61|2
631|66|13|93|14
632|30|10|43|87
633|83|91|38|44
634|45|28|44|80
635|49|97|78|57
636|67|57|33|60
637|67|60|54|2
638|21|15|71|40
639|94|59|54|39
640|35|96|92|21
641|32|5|31|70
642|16|45|16|51
643|80|41|74|26
644|40|6|86|69
645|20|35|72|40
646|10|15|80|21
647|12|34|26|43
648|41|3|64|82
649|80|69|51|27
650|64|69|45|13
651|59|73|40|87
652|43|75|55|55
653|82|5|96|16
654|92|99|38|73
655|4|33|15|35
656|40|81|16|95
657|41|92|21|10
658|29|49|23|27
659|65|12|80|42
660|11|82|63|86
661|95|5|68|28
662|51|96|0|73
663|52|30|74|17
664|82|96|78|35
665|59|66|45|57
666|50|59|51|48
667|82|82|90|18
668|15|2|70|25
669|99|35|19|8
670|96|42|47|45
671|39|75|28|97
672|99|18|98|33
673|43|39|57|67
674|50|11|14|39
675|62|2|57|68
676|23|26|59|65
677|26|50|39|39
678|47|17|50|65
679|27|73|27|15
680|79|39|14|18
681|22|23|86|8
682|48|39|13|47
683|15|17|81|58
684|65|66|22|25
685|15|23|30|80
686|18|34|10|84
687|93|78|65|72
688|83|21|91|95
689|96|56|69|94
690|92|30|6|44
691|51|63|68|14
692|89|61|5|40
693|59|65|86|28
694|84|5|79|5
695|46|68|77|96
696|75|75|56|5
697|16|36|65|84
698|85|90|94|57
699|86|36|37|81
700|4|81|87|34
701|58|93|28|60
702|37|80|65|35
703|84|51|97|38
704|60|34|9|84
705|53|55|33|15
706|94|27|39|33
707|82|55|80|38
708|80|43|38|29
709|42|65|56|40
710|49|71|75|55
711|80|76|59|36
712|17|85|19|33
713|66|61|48|19
714|89|77|18|31
715|2|91|69|80
716|95|59|76|70
717|43|78|76|43
718|10|10|64|79
719|49|98|14|77
720|38|88|9|66
721|56|82|85|27
722|2|99|24|72
723|66|73|17|32
724|11|19|68|36
725|66|81|45|7
726|90|1|86|45
727|17|0|21|22
728|69|41|88|82
729|60|7|75|30
730|91|14|1|43
731|9|32|41|22
732|70|87|24|67
733|11|91|74|9
734|50|85|20|75
735|1|2|63|21
736|97|80|69|25
737|82|23|55|98
738|17|13|6|100
739|3|92|21|85
740|27|76|51|38
741|14|21|13|57
742|28|33|99|74
743|37|4|95|47
744|27|43|38|33
745|23|62|97|49
746|46|48|14|89
747|57|38|73|36
748|24|42|74|94
749|99|63|17|31
750|34|63|71|95
751|27|26|7|87
752|77|0|86|1
753|22|81|16|53
754|54|33|8|67
755|94|44|2|12
756|17|46|5|86
757|88|91|84|49
758|97|92|10|12
759|81|93|99|80
760|89|87|47|67
761|46|29|87|84
762|65|0|50|58
763|81|56|70|79
764|69|79|30|91
765|18|79|39|0
766|16|23|12|85
767|85|10|65|95
768|82|78|28|59
769|90|87|8|67
770|59|41|91|48
771|76|37|26|70
772|90|89|60|65
773|3|20|31|35
774|8|39|20|80
775|87|96|40|12
776|97|62|37|69
777|33|90|1|89
778|81|48|37|43
779|16|77|79|54
780|99|33|18|21
781|57|71|56|84
782|91|95|29|11
783|20|51|23|55
784|8|92|90|51
785|88|48|40|38
786|89|45|47|69
787|98|54|22|58
788|68|21|79|33
789|73|99|83|48
790|34|30|59|69
791|83|9|23|84
792|88|35|34|77
793|24|34|14|20
794|75|11|89|22
795|66|94|46|84
796|3|25|83|39
797|69|89|53|67
798|58|34|36|57
799|26|92|6|99
800|2|10|41|41
801|72|84|61|98
802|38|13|86|1
803|19|26|51|75
804|75|75|80|11
805|73|56|45|76
806|36|36|99|34
807|29|18|32|43
808|30|85|84|93
809|80|19|90|7
810|63|20|8|85
811|92|16|25|93
812|99|29|71|23
813|15|15|65|45
814|61|64|45|66
815|61|67|8|47
816|80|64|39|75
817|77|78|82|28
818|62|90|12|8
819|1|32|0|6
820|2|83|97|9
821|9|55|20|46
822|32|22|12|25
823|76|14|72|89
824|95|96|63|81
825|52|31|76|75
826|20|24|83|82
827|89|48|55|65
828|74|61|75|5
829|30|89|17|69
830|31|44|94|67
831|68|51|56|94
832|12|88|41|48
833|1|54|89|96
834|95|1|44|27
835|3|6|93|74
836|49|42|45|59
837|3|25|27|87
838|4|47|20|6
839|94|55|67|28
840|61|39|42|89
841|78|41|50|25
842|22|93|53|89
843|80|97|29|5
844|47|41|65|71
845|17|50|24|27
846|5|35|100|31
847|40|14|59|11
848|37|69|66|95
849|96|11|87|99
850|66|29|54|67
851|11|87|38|26
852|93|90|97|25
853|93|48|18|73
854|12|92|71|82
855|40|38|60|55
856|99|17|16|94
857|75|71|92|50
858|90|95|83|90
859|89|85|15|16
860|26|17|7|84
861|39|35|22|61
862|72|62|9|58
863|7|33|80|51
864|81|33|44|68
865|41|98|84|37
866|82|46|26|6
867|62|3|89|75
868|6|60|24|49
869|80|61|77|96
870|15|25|53|60
871|63|7|10|80
872|97|71|47|23
873|92|98|60|35
874|15|84|7|14
875|23|72|89|44
876|42|89|59|11
877|75|73|6|64
878|60|98|24|73
879|39|32|53|17
880|97|53|41|43
881|15|65|78|24
882|75|32|38|78
883|73|48|88|72
884|73|84|83|31
885|46|36|95|34
886|95|18|73|71
887|17|91|55|6
888|11|10|49|87
889|35|42|10|81
890|44|65|25|24
891|93|87|96|13
892|32|10|44|39
893|44|57|73|11
894|49|12|49|8
895|20|27|14|27
896|51|99|13|26
897|67|23|7|31
898|30|91|21|45
899|39|30|24|69
900|12|80|74|24
901|5|68|2|96
902|23|88|70|26
903|58|33|19|18
904|30|31|44|33
905|95|96|30|93
906|77|95|38|93
907|79|98|27|94
908|24|88|84|35
909|32|9|97|1
910|22|81|95|56
911|12|98|40|94
912|72|14|93|34
913|85|12|26|50
914|29|39|8|41
915|94|83|34|21
916|3|38|56|80
917|1|50|47|72
918|90|52|95|99
919|48|6|58|67
920|49|94|67|86
921|54|47|35|79
922|21|95|19|48
923|76|42|35|11
924|1|50|91|72
925|52|41|44|58
926|98|34|56|66
927|24|50|99|90
928|12|66|41|67
929|16|24|45|12
930|30|97|26|95
931|10|42|5|18
932|25|36|56|92
933|94|35|49|43
934|1|81|8|75
935|11|38|64|45
936|71|45|12|61
937|23|57|73|63
938|20|30|57|69
939|71|35|53|10
940|84|66|1|88
941|7|51|98|11
942|97|44|86|4
943|44|13|15|82
944|30|22|8|98
945|63|89|26|37
946|30|60|72|39
947|49|34|15|66
948|89|63|53|41
949|6|34|18|88
950|25|26|58|33
951|58|16|14|70
952|51|97|33|84
953|25|87|87|50
954|66|80|55|84
955|52|92|49|50
956|83|15|57|54
957|42|94|41|6
958|3|4|5|64
959|37|93|100|5
960|85|51|56|12
961|7|27|62|32
962|54|18|15|16
963|68|40|66|6
964|58|68|60|84
965|52|30|57|9
966|63|34|39|72
967|51|70|43|57
968|25|66|35|28
969|86|26|26|74
970|92|88|57|99
971|6|49|72|38
972|24|25|21|42
973|64|33|52|98
974|62|64|35|88
975|65|13|11|100
976|1|89|28|16
977|1|64|57|21
978|32|63|19|67
979|97|5|4|80
980|48|31|21|53
981|77|42|17|42
982|14|86|97|25
983|95|31|25|6
984|56|2|89|61
985|67|71|48|68
986|98|92|0|93
987|16|41|38|79
988|36|80|32|66
989|49|97|75|95
990|96|96|86|30
991|62|45|2|62
992|52|48|90|1
993|79|71|35|93
994|41|32|85|96
995|6|73|74|36
996|14|21|2|12
997|9|50|73|20
998|1|54|16|90
999|11|2|51|97
1000|2|95|64|43
1001|60|93|2|48
1002|95|18|9|6
1003|32|90|43|90
1004|69|92|68|75
1005|11|38|61|33
1006|99|85|89|65
1007|59|72|28|1
1008|56|76|45|90
1009|60|35|3|57
1010|41|44|63|41
1011|47|4|97|50
1012|54|23|91|69
1013|90|77|68|0
1014|34|80|31|54
1015|67|40|56|74
1016|35|18|63|7
1017|22|16|64|45
1018|9|53|87|7
1019|80|33|24|80
1020|76|83|49|15
1021|20|23|82|25
1022|5|54|46|67
1023|91|81|40|89
1024|58|49|96|80
1025|53|46|24|80
1026|19|2|87|49
1027|44|26|28|72
1028|48|96|53|90
1029|89|30|81|31
1030|99|75|64|52
1031|49|65|7|60
1032|74|45|5|38
1033|18|82|17|12
1034|68|80|61|31
1035|5|16|69|4
1036|83|2|60|24
1037|62|80|55|70
1038|72|15|21|94
1039|89|45|53|58
1040|18|93|96|92
1041|38|34|70|60
1042|94|89|58|29
1043|75|84|34|83
1044|85|14|6|70
1045|22|77|39|68
1046|8|89|27|65
1047|42|26|89|85
1048|35|85|42|92
1049|75|94|18|46
1050|73|6|75|93
1051|60|81|75|83
1052|1|50|18|35
1053|96|86|69|87
1054|92|55|17|72
1055|54|94|23|12
1056|73|80|71|87
1057|36|88|32|84
1058|65|75|42|31
1059|52|45|80|16
1060|97|31|51|5
1061|29|1|92|39
1062|40|71|10|23
1063|54|64|36|4
1064|98|71|91|41
1065|13|64|91|91
1066|45|91|88|9
1067|76|74|92|81
1068|99|7|52|87
1069|69|45|25|10
1070|40|12|34|33
1071|15|99|37|66
1072|60|57|73|35
1073|55|52|25|43
1074|2|87|19|78
1075|88|43|24|10
1076|87|46|97|48
1077|61|56|25|72
1078|34|25|4|91
1079|3|3|22|35
1080|76|43|36|83
1081|12|74|25|86
1082|17|49|63|85
1083|52|21|95|40
1084|74|17|55|16
1085|59|34|54|34
1086|59|56|91|31
1087|44|24|32|99
1088|26|71|47|97
1089|22|27|82|66
1090|89|22|16|70
1091|33|64|9|94
1092|30|13|76|80
1093|67|48|81|13
1094|23|87|44|17
1095|42|28|82|22
1096|48|90|18|70
1097|37|45|2|15
1098|46|57|51|6
1099|86|77|67|30
1100|72|2|77|66
1101|18|70|80|91
1102|9|96|8|43
1103|61|17|32|75
1104|66|91|45|17
1105|28|9|99|25
1106|68|63|31|61
1107|58|37|91|31
1108|93|43|98|44
1109|27|85|34|84
1110|85|66|93|31
1111|84|98|6|15
1112|60|90|99|23
1113|83|2|48|28
1114|41|45|89|86
1115|99|17|84|15
1116|98|76|25|69
1117|95|69|18|89
1118|45|94|87|31
1119|67|82|12|42
1120|80|3|31|73
1121|78|48|67|84
1122|41|74|35|99
1123|60|92|80|12
1124|8|19|47|88
1125|7|80|43|97
1126|7|45|94|43
1127|6|43|51|29
1128|9|78|68|88
1129|9|22|37|82
1130|64|88|47|56
1131|83|59|35|21
1132|74|75|76|60
1133|44|65|22|89
1134|65|14|98|33
1135|88|59|62|1
1136|39|31|55|54
1137|49|57|35|52
1138|9|1|74|86
1139|42|86|7|38
1140|21|57|98|37
1141|15|79|92|46
1142|6|25|45|20
1143|62|19|21|97
1144|9|68|50|30
1145|43|90|48|62
1146|64|1|48|40
1147|45|53|78|87
1148|64|1|90|70
1149|78|69|82|93
1150|81|48|79|36
1151|48|16|32|100
1152|26|28|96|40
1153|15|87|68|65
1154|92|47|4|28
1155|68|79|15|5
1156|57|54|75|47
1157|89|32|39|86
1158|92|18|22|46
1159|31|50|45|90
1160|90|78|29|34
1161|60|77|65|83
1162|70|71|77|81
1163|59|51|87|37
1164|53|13|84|47
1165|30|6|32|64
1166|32|88|10|88
1167|26|7|77|76
1168|1|95|9|79
1169|50|1|27|12
1170|89|44|94|57
1171|23|92|94|91
1172|55|46|3|89
1173|67|2|53|36
1174|36|97|23|63
1175|77|1|38|12
1176|36|20|57|4
1177|1|46|17|27
1178|82|91|84|16
1179|19|60|7|61
1180|99|53|50|16
1181|25|64|52|1
1182|83|59|64|14
1183|68|91|93|77
1184|11|87|48|35
1185|40|63|62|55
1186|66|1|71|96
1187|7|45|56|7
1188|83|25|90|100
1189|28|30|0|4
1190|91|54|86|56
1191|38|63|32|81
1192|81|5|82|26
1193|56|51|81|17
1194|82|79|12|43
1195|4|79|50|15
1196|44|68|82|81
1197|80|67|85|97
1198|85|52|52|78
1199|75|39|25|40
1200|74|37|67|7
1201|92|9|91|4
1202|19|10|48|60
1203|5|97|41|10
1204|68|15|91|17
1205|46|22|81|15
1206|34|6|60|92
1207|9|29|32|12
1208|59|68|19|40
1209|12|53|10|9
1210|39|33|35|15
1211|27|27|93|58
1212|27|2|42|35
1213|41|26|50|69
1214|12|44|26|2
1215|68|28|81|84
1216|75|62|90|67
1217|11|6|76|87
1218|91|19|68|79
1219|28|45|36|83
1220|7|6|84|100
1221|15|18|68|86
1222|72|52|54|36
1223|88|91|86|7
1224|76|9|40|40
1225|14|59|93|64
1226|69|56|42|76
1227|60|47|25|96
1228|87|26|96|88
1229|9|93|73|51
1230|89|52|53|8
1231|3|36|82|25
1232|98|99|65|18
1233|90|11|49|26
1234|13|6|68|37
1235|74|56|33|57
1236|83|41|44|8
1237|35|1|25|80
1238|31|61|88|68
1239|63|73|93|60
1240|49|48|45|24
1241|60|18|16|64
1242|66|0|1|52
1243|26|17|8|77
1244|66|54|85|50
1245|6|70|29|42
1246|29|63|9|36
1247|3|78|62|5
1248|86|88|29|71
1249|53|77|34|50
1250|27|0|1|38
1251|46|82|14|62
1252|73|29|12|61
1253|97|38|2|96
1254|15|86|31|40
1255|92|45|46|68
1256|16|77|4|65
1257|81|90|14|48
1258|91|37|86|42
1259|54|39|3|50
1260|80|52|77|72
1261|32|29|67|12
1262|49|49|52|100
1263|74|79|34|88
1264|56|59|19|58
1265|72|74|72|17
1266|55|11|59|4
1267|59|20|21|85
1268|8|5|22|66
1269|27|65|44|31
1270|69|77|98|7
1271|30|3|61|31
1272|98|52|55|12
1273|16|49|96|94
1274|8|65|64|3
1275|28|27|54|58
1276|41|87|23|92
1277|18|56|22|83
1278|26|18|90|21
1279|13|84|18|52
1280|98|8|64|8
1281|49|12|68|80
1282|62|41|49|26
1283|80|42|85|31
1284|25|10|22|43
1285|42|44|25|2
1286|72|17|90|12
1287|68|83|64|59
1288|41|50|33|10
1289|41|49|56|97
1290|29|2|23|13
1291|87|13|44|18
1292|46|84|27|87
1293|77|8|55|4
1294|24|70|84|95
1295|53|40|54|97
1296|7|90|73|59
1297|39|77|22|85
1298|41|96|98|38
1299|68|4|22|98
1300|33|68|85|13
1301|76|6|85|65
1302|11|92|59|0
1303|39|51|64|88
1304|42|50|13|52
1305|50|58|36|62
1306|74|57|66|97
1307|55|31|94|11
1308|1|91|91|69
1309|90|86|100|66
1310|67|8|32|90
1311|70|38|77|35
1312|43|12|87|28
1313|95|73|56|36
1314|9|32|99|94
1315|58|32|71|79
1316|2|21|13|18
1317|40|28|50|11
1318|14|67|0|7
1319|26|34|43|75
1320|72|50|69|56
1321|92|99|59|38
1322|26|75|32|55
1323|75|98|33|85
1324|96|17|69|33
1325|86|56|44|30
1326|32|3|3|11
1327|84|46|87|18
1328|32|89|41|25
1329|29|98|63|25
1330|50|18|81|38
1331|54|94|22|60
1332|38|94|59|85
1333|44|36|14|43
1334|48|95|55|32
1335|68|84|16|71
1336|60|39|96|41
1337|32|19|66|45
1338|8|31|49|82
1339|26|14|8|18
1340|42|2|3|36
1341|90|18|79|48
1342|54|96|46|65
1343|66|93|1|68
1344|32|6|8|75
1345|48|32|86|40
1346|5|51|22|46
1347|56|76|64|30
1348|72|93|66|99
1349|80|14|13|85
1350|69|16|49|50
1351|75|7|17|40
1352|58|82|81|2
1353|98|39|8|85
1354|63|7|97|69
1355|51|66|65|56
1356|77|99|54|10
1357|10|31|62|51
1358|67|23|0|80
1359|6|70|86|7
1360|48|45|76|40
1361|48|5|24|29
1362|54|76|64|74
1363|42|96|29|7
